unnamed_column,duplicated_0,duplicated_1,duplicated_2,duplicated_3,duplicated_4,duplicated_5,duplicated_6,duplicated_7,duplicated_8,duplicated_9,duplicated_10,duplicated_11,duplicated_12,duplicated_13,duplicated_14,duplicated_15,duplicated_16,duplicated_17,duplicated_18,duplicated_19,duplicated_20,duplicated_21,duplicated_22,duplicated_23,duplicated_24,duplicated_25,duplicated_26
,PB,250930,Mataraca,498,524.0,26,"5,2%",16,15.0,-1,"-6,3%",0,1.0,1,#DIV/0!,95,97.0,2,"2,1%",108,189.0,81,"75,0%",717,826.0,109,"15,2%"
,PB,250933,Matinhas,1,1.0,0,"0,0%",0,1.0,1,#DIV/0!,0,0.0,0,#DIV/0!,9,8.0,-1,"-11,1%",7,9.0,2,"28,6%",17,19.0,2,"11,8%"
,PB,250937,Mato Grosso,0,0.0,0,#DIV/0!,11,11.0,0,"0,0%",0,0.0,0,#DIV/0!,8,7.0,-1,"-12,5%",3,2.0,-1,"-33,3%",22,20.0,-2,"-9,1%"
,PB,250939,Maturéia,1,1.0,0,"0,0%",0,0.0,0,#DIV/0!,6,2.0,-4,"-66,7%",38,34.0,-4,"-10,5%",41,45.0,4,"9,8%",86,82.0,-4,"-4,7%"
,PB,250940,Mogeiro,51,57.0,6,"11,8%",55,130.0,75,"136,4%",16,13.0,-3,"-18,8%",106,117.0,11,"10,4%",31,32.0,1,"3,2%",259,349.0,90,"34,7%"
,PB,250950,Montadas,184,153.0,-31,"-16,8%",0,1.0,1,#DIV/0!,0,0.0,0,#DIV/0!,29,22.0,-7,"-24,1%",8,12.0,4,"50,0%",221,188.0,-33,"-14,9%"
,PB,250960,Monte Horebe,0,0.0,0,#DIV/0!,0,1.0,1,#DIV/0!,7,3.0,-4,"-57,1%",5,5.0,0,"0,0%",6,5.0,-1,"-16,7%",18,14.0,-4,"-22,2%"
,PB,250970,Monteiro,8,8.0,0,"0,0%",154,155.0,1,"0,6%",171,308.0,137,"80,1%",912,952.0,40,"4,4%",987,1.078,91,"9,2%",2.232,2.501,269,"12,1%"
,PB,250980,Mulungu,53,70.0,17,"32,1%",228,229.0,1,"0,4%",38,54.0,16,"42,1%",36,46.0,10,"27,8%",14,19.0,5,"35,7%",369,418.0,49,"13,3%"
,PB,250990,Natuba,5,5.0,0,"0,0%",0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,26,28.0,2,"7,7%",4,4.0,0,"0,0%",35,37.0,2,"5,7%"
,PB,251000,Nazarezinho,10,3.0,-7,"-70,0%",1,1.0,0,"0,0%",20,22.0,2,"10,0%",21,22.0,1,"4,8%",24,25.0,1,"4,2%",76,73.0,-3,"-3,9%"
,PB,251010,Nova Floresta,3,3.0,0,"0,0%",26,24.0,-2,"-7,7%",30,9.0,-21,"-70,0%",140,147.0,7,"5,0%",24,23.0,-1,"-4,2%",223,206.0,-17,"-7,6%"
,PB,251020,Nova Olinda,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,6,10.0,4,"66,7%",29,31.0,2,"6,9%",8,8.0,0,"0,0%",43,49.0,6,"14,0%"
,PB,251030,Nova Palmeira,0,0.0,0,#DIV/0!,34,43.0,9,"26,5%",7,4.0,-3,"-42,9%",19,13.0,-6,"-31,6%",30,11.0,-19,"-63,3%",90,71.0,-19,"-21,1%"
,PB,251040,Olho d'Água,3,2.0,-1,"-33,3%",0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",9,17.0,8,"88,9%",6,7.0,1,"16,7%",19,27.0,8,"42,1%"
,PB,251050,Olivedos,0,0.0,0,#DIV/0!,4,4.0,0,"0,0%",6,7.0,1,"16,7%",17,14.0,-3,"-17,6%",4,4.0,0,"0,0%",31,29.0,-2,"-6,5%"
,PB,251060,Ouro Velho,2,2.0,0,"0,0%",0,0.0,0,#DIV/0!,4,0.0,-4,"-100,0%",29,27.0,-2,"-6,9%",7,8.0,1,"14,3%",42,37.0,-5,"-11,9%"
,PB,251065,Parari,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,8,13.0,5,"62,5%",8,8.0,0,"0,0%",2,2.0,0,"0,0%",18,23.0,5,"27,8%"
,PB,251070,Passagem,0,0.0,0,#DIV/0!,6,10.0,4,"66,7%",0,0.0,0,#DIV/0!,8,9.0,1,"12,5%",3,11.0,8,"266,7%",17,30.0,13,"76,5%"
,PB,251080,Patos,44,58.0,14,"31,8%",1.688,1.875,187,"11,1%",1.296,1.656,360,"27,8%",5.037,5.214,177,"3,5%",5.372,5.53,158,"2,9%",13.437,14.333,896,"6,7%"
,PB,251090,Paulista,5,5.0,0,"0,0%",49,65.0,16,"32,7%",3,1.0,-2,"-66,7%",45,44.0,-1,"-2,2%",69,102.0,33,"47,8%",171,217.0,46,"26,9%"
,PB,251100,Pedra Branca,0,0.0,0,#DIV/0!,7,4.0,-3,"-42,9%",0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,46,56.0,10,"21,7%",53,60.0,7,"13,2%"
,PB,251110,Pedra Lavrada,0,0.0,0,#DIV/0!,145,146.0,1,"0,7%",549,957.0,408,"74,3%",21,24.0,3,"14,3%",10,20.0,10,"100,0%",725,1.147,422,"58,2%"
,PB,251120,Pedras de Fogo,830,829.0,-1,"-0,1%",1.889,2.184,295,"15,6%",50,98.0,48,"96,0%",681,723.0,42,"6,2%",428,474.0,46,"10,7%",3.878,4.308,430,"11,1%"
,PB,251130,Piancó,1,1.0,0,"0,0%",83,103.0,20,"24,1%",28,19.0,-9,"-32,1%",187,153.0,-34,"-18,2%",215,265.0,50,"23,3%",514,541.0,27,"5,3%"
,PB,251140,Picuí,1,2.0,1,"100,0%",168,158.0,-10,"-6,0%",6,14.0,8,"133,3%",266,266.0,0,"0,0%",281,341.0,60,"21,4%",722,781.0,59,"8,2%"
,PB,251150,Pilar,878,794.0,-84,"-9,6%",16,15.0,-1,"-6,3%",21,10.0,-11,"-52,4%",114,142.0,28,"24,6%",52,48.0,-4,"-7,7%",1.081,1.009,-72,"-6,7%"
,PB,251160,Pilões,6,8.0,2,"33,3%",57,58.0,1,"1,8%",3,2.0,-1,"-33,3%",61,61.0,0,"0,0%",23,27.0,4,"17,4%",150,156.0,6,"4,0%"
,PB,251170,Pilõezinhos,2,3.0,1,"50,0%",5,12.0,7,"140,0%",1,1.0,0,"0,0%",8,8.0,0,"0,0%",6,6.0,0,"0,0%",22,30.0,8,"36,4%"
,PB,251180,Pirpirituba,13,16.0,3,"23,1%",64,56.0,-8,"-12,5%",8,26.0,18,"225,0%",94,96.0,2,"2,1%",46,55.0,9,"19,6%",225,249.0,24,"10,7%"
,PB,251190,Pitimbu,35,42.0,7,"20,0%",313,310.0,-3,"-1,0%",288,159.0,-129,"-44,8%",91,92.0,1,"1,1%",221,271.0,50,"22,6%",948,874.0,-74,"-7,8%"
,PB,251200,Pocinhos,61,63.0,2,"3,3%",99,92.0,-7,"-7,1%",426,476.0,50,"11,7%",271,271.0,0,"0,0%",41,44.0,3,"7,3%",898,946.0,48,"5,3%"
,PB,251203,Poço Dantas,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,1,3.0,2,"200,0%",9,8.0,-1,"-11,1%",1,4.0,3,"300,0%",11,15.0,4,"36,4%"
,PB,251207,Poço de José de Moura,2,2.0,0,"0,0%",0,1.0,1,#DIV/0!,0,0.0,0,#DIV/0!,18,16.0,-2,"-11,1%",20,26.0,6,"30,0%",40,45.0,5,"12,5%"
,PB,251210,Pombal,3,1.0,-2,"-66,7%",220,235.0,15,"6,8%",50,46.0,-4,"-8,0%",621,668.0,47,"7,6%",595,646.0,51,"8,6%",1.489,1.596,107,"7,2%"
,PB,251220,Prata,0,0.0,0,#DIV/0!,8,5.0,-3,"-37,5%",11,8.0,-3,"-27,3%",25,27.0,2,"8,0%",26,28.0,2,"7,7%",70,68.0,-2,"-2,9%"
,PB,251230,Princesa Isabel,394,432.0,38,"9,6%",56,63.0,7,"12,5%",22,46.0,24,"109,1%",391,410.0,19,"4,9%",196,218.0,22,"11,2%",1.059,1.169,110,"10,4%"
,PB,251240,Puxinanã,52,49.0,-3,"-5,8%",65,71.0,6,"9,2%",35,31.0,-4,"-11,4%",202,227.0,25,"12,4%",189,225.0,36,"19,0%",543,603.0,60,"11,0%"
,PB,251250,Queimadas,76,73.0,-3,"-3,9%",997,1.094,97,"9,7%",464,488.0,24,"5,2%",769,811.0,42,"5,5%",558,522.0,-36,"-6,5%",2.864,2.988,124,"4,3%"
,PB,251260,Quixaba,2,2.0,0,"0,0%",2,8.0,6,"300,0%",3,3.0,0,"0,0%",5,6.0,1,"20,0%",2,0.0,-2,"-100,0%",14,19.0,5,"35,7%"
,PB,251270,Remígio,5,5.0,0,"0,0%",108,115.0,7,"6,5%",98,97.0,-1,"-1,0%",241,234.0,-7,"-2,9%",133,164.0,31,"23,3%",585,615.0,30,"5,1%"
,PB,251272,Pedro Régis,6,7.0,1,"16,7%",0,0.0,0,#DIV/0!,0,18.0,18,#DIV/0!,12,13.0,1,"8,3%",3,4.0,1,"33,3%",21,42.0,21,"100,0%"
,PB,251274,Riachão,2,2.0,0,"0,0%",1,0.0,-1,"-100,0%",0,12.0,12,#DIV/0!,8,9.0,1,"12,5%",2,3.0,1,"50,0%",13,26.0,13,"100,0%"
,PB,251275,Riachão do Bacamarte,0,0.0,0,#DIV/0!,3,4.0,1,"33,3%",54,22.0,-32,"-59,3%",24,24.0,0,"0,0%",7,23.0,16,"228,6%",88,73.0,-15,"-17,0%"
,PB,251276,Riachão do Poço,13,14.0,1,"7,7%",4,3.0,-1,"-25,0%",7,62.0,55,"785,7%",21,22.0,1,"4,8%",1,1.0,0,"0,0%",46,102.0,56,"121,7%"
,PB,251278,Riacho de Santo Antônio,0,0.0,0,#DIV/0!,0,2.0,2,#DIV/0!,0,0.0,0,#DIV/0!,2,2.0,0,"0,0%",2,3.0,1,"50,0%",4,7.0,3,"75,0%"
,PB,251280,Riacho dos Cavalos,1,1.0,0,"0,0%",115,69.0,-46,"-40,0%",3,3.0,0,"0,0%",43,31.0,-12,"-27,9%",26,27.0,1,"3,8%",188,131.0,-57,"-30,3%"
,PB,251290,Rio Tinto,2.304,2.046,-258,"-11,2%",734,652.0,-82,"-11,2%",151,115.0,-36,"-23,8%",258,251.0,-7,"-2,7%",222,233.0,11,"5,0%",3.669,3.297,-372,"-10,1%"
,PB,251300,Salgadinho,0,0.0,0,#DIV/0!,14,11.0,-3,"-21,4%",1,1.0,0,"0,0%",2,1.0,-1,"-50,0%",6,6.0,0,"0,0%",23,19.0,-4,"-17,4%"
,PB,251310,Salgado de São Félix,27,29.0,2,"7,4%",5,7.0,2,"40,0%",372,89.0,-283,"-76,1%",38,36.0,-2,"-5,3%",25,31.0,6,"24,0%",467,192.0,-275,"-58,9%"
,PB,251315,Santa Cecília,0,0.0,0,#DIV/0!,23,17.0,-6,"-26,1%",0,7.0,7,#DIV/0!,30,30.0,0,"0,0%",4,4.0,0,"0,0%",57,58.0,1,"1,8%"
,PB,251320,Santa Cruz,0,1.0,1,#DIV/0!,46,52.0,6,"13,0%",0,0.0,0,#DIV/0!,41,39.0,-2,"-4,9%",35,33.0,-2,"-5,7%",122,125.0,3,"2,5%"
,PB,251330,Santa Helena,8,7.0,-1,"-12,5%",0,0.0,0,#DIV/0!,0,12.0,12,#DIV/0!,16,14.0,-2,"-12,5%",15,15.0,0,"0,0%",39,48.0,9,"23,1%"
,PB,251335,Santa Inês,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,2,1.0,-1,"-50,0%",1,1.0,0,"0,0%",3,2.0,-1,"-33,3%"
,PB,251340,Santa Luzia,10,9.0,-1,"-10,0%",218,179.0,-39,"-17,9%",72,32.0,-40,"-55,6%",321,341.0,20,"6,2%",514,533.0,19,"3,7%",1.135,1.094,-41,"-3,6%"
,PB,251350,Santana de Mangueira,0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",0,0.0,0,#DIV/0!,3,2.0,-1,"-33,3%",2,2.0,0,"0,0%",6,5.0,-1,"-16,7%"
,PB,251360,Santana dos Garrotes,5,5.0,0,"0,0%",2,1.0,-1,"-50,0%",1,1.0,0,"0,0%",19,23.0,4,"21,1%",9,12.0,3,"33,3%",36,42.0,6,"16,7%"
,PB,251365,Joca Claudino,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,2,0.0,-2,"-100,0%",6,5.0,-1,"-16,7%",3,6.0,3,"100,0%",11,11.0,0,"0,0%"
,PB,251370,Santa Rita,1.859,1.895,36,"1,9%",11.543,12.021,478,"4,1%",479,654.0,175,"36,5%",3.476,3.822,346,"10,0%",2.458,2.73,272,"11,1%",19.815,21.122,1.307,"6,6%"
,PB,251380,Santa Teresinha,217,153.0,-64,"-29,5%",0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",8,6.0,-2,"-25,0%",10,11.0,1,"10,0%",236,171.0,-65,"-27,5%"
,PB,251385,Santo André,0,0.0,0,#DIV/0!,2,2.0,0,"0,0%",5,15.0,10,"200,0%",20,24.0,4,"20,0%",3,3.0,0,"0,0%",30,44.0,14,"46,7%"
,PB,251390,São Bento,1,1.0,0,"0,0%",618,672.0,54,"8,7%",71,75.0,4,"5,6%",675,790.0,115,"17,0%",867,1.006,139,"16,0%",2.232,2.544,312,"14,0%"
,PB,251392,São Bentinho,0,0.0,0,#DIV/0!,18,25.0,7,"38,9%",0,0.0,0,#DIV/0!,11,12.0,1,"9,1%",7,7.0,0,"0,0%",36,44.0,8,"22,2%"
,PB,251394,São Domingos do Cariri,0,0.0,0,#DIV/0!,0,11.0,11,#DIV/0!,0,0.0,0,#DIV/0!,4,6.0,2,"50,0%",3,3.0,0,"0,0%",7,20.0,13,"185,7%"
,PB,251396,São Domingos,7,9.0,2,"28,6%",40,27.0,-13,"-32,5%",3,5.0,2,"66,7%",2,3.0,1,"50,0%",2,3.0,1,"50,0%",54,47.0,-7,"-13,0%"
,PB,251398,São Francisco,0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",6,7.0,1,"16,7%",35,32.0,-3,"-8,6%",2,5.0,3,"150,0%",44,45.0,1,"2,3%"
,PB,251400,São João do Cariri,14,9.0,-5,"-35,7%",15,13.0,-2,"-13,3%",11,28.0,17,"154,5%",45,55.0,10,"22,2%",306,182.0,-124,"-40,5%",391,287.0,-104,"-26,6%"
,PB,251410,São João do Tigre,0,0.0,0,#DIV/0!,3,6.0,3,"100,0%",9,29.0,20,"222,2%",9,9.0,0,"0,0%",5,4.0,-1,"-20,0%",26,48.0,22,"84,6%"
,PB,251420,São José da Lagoa Tapada,0,0.0,0,#DIV/0!,28,30.0,2,"7,1%",4,5.0,1,"25,0%",43,47.0,4,"9,3%",20,22.0,2,"10,0%",95,104.0,9,"9,5%"
,PB,251430,São José de Caiana,0,0.0,0,#DIV/0!,4,4.0,0,"0,0%",3,1.0,-2,"-66,7%",5,3.0,-2,"-40,0%",8,10.0,2,"25,0%",20,18.0,-2,"-10,0%"
,PB,251440,São José de Espinharas,3,3.0,0,"0,0%",0,0.0,0,#DIV/0!,66,14.0,-52,"-78,8%",8,9.0,1,"12,5%",33,62.0,29,"87,9%",110,88.0,-22,"-20,0%"
,PB,251445,São José dos Ramos,10,13.0,3,"30,0%",6,4.0,-2,"-33,3%",12,6.0,-6,"-50,0%",10,15.0,5,"50,0%",18,20.0,2,"11,1%",56,58.0,2,"3,6%"
,PB,251450,São José de Piranhas,0,0.0,0,#DIV/0!,31,29.0,-2,"-6,5%",25,47.0,22,"88,0%",160,187.0,27,"16,9%",133,148.0,15,"11,3%",349,411.0,62,"17,8%"
,PB,251455,São José de Princesa,2,1.0,-1,"-50,0%",0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,3,1.0,-2,"-66,7%",1,1.0,0,"0,0%",6,3.0,-3,"-50,0%"
,PB,251460,São José do Bonfim,0,0.0,0,#DIV/0!,3,3.0,0,"0,0%",0,0.0,0,#DIV/0!,9,8.0,-1,"-11,1%",5,4.0,-1,"-20,0%",17,15.0,-2,"-11,8%"
,PB,251465,São José do Brejo do Cruz,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,1,0.0,-1,"-100,0%",0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,1,0.0,-1,"-100,0%"
,PB,251470,São José do Sabugi,0,0.0,0,#DIV/0!,14,17.0,3,"21,4%",1,5.0,4,"400,0%",52,59.0,7,"13,5%",15,28.0,13,"86,7%",82,109.0,27,"32,9%"
,PB,251480,São José dos Cordeiros,0,0.0,0,#DIV/0!,19,32.0,13,"68,4%",0,118.0,118,#DIV/0!,9,12.0,3,"33,3%",1,8.0,7,"700,0%",29,170.0,141,"486,2%"
,PB,251490,São Mamede,3,3.0,0,"0,0%",15,16.0,1,"6,7%",19,11.0,-8,"-42,1%",66,74.0,8,"12,1%",29,34.0,5,"17,2%",132,138.0,6,"4,5%"
,PB,251500,São Miguel de Taipu,88,91.0,3,"3,4%",28,25.0,-3,"-10,7%",59,63.0,4,"6,8%",27,44.0,17,"63,0%",40,41.0,1,"2,5%",242,264.0,22,"9,1%"
,PB,251510,São Sebastião de Lagoa de Roça,3,16.0,13,"433,3%",56,59.0,3,"5,4%",6,5.0,-1,"-16,7%",51,57.0,6,"11,8%",60,71.0,11,"18,3%",176,208.0,32,"18,2%"
,PB,251520,São Sebastião do Umbuzeiro,0,0.0,0,#DIV/0!,1,1.0,0,"0,0%",39,6.0,-33,"-84,6%",11,12.0,1,"9,1%",4,5.0,1,"25,0%",55,24.0,-31,"-56,4%"
,PB,251530,Sapé,750,792.0,42,"5,6%",214,223.0,9,"4,2%",149,147.0,-2,"-1,3%",1.369,1.448,79,"5,8%",542,598.0,56,"10,3%",3.024,3.208,184,"6,1%"
,PB,251540,São Vicente do Seridó,0,0.0,0,#DIV/0!,18,5.0,-13,"-72,2%",11,18.0,7,"63,6%",26,26.0,0,"0,0%",21,19.0,-2,"-9,5%",76,68.0,-8,"-10,5%"
,PB,251550,Serra Branca,5,5.0,0,"0,0%",37,45.0,8,"21,6%",13,2.0,-11,"-84,6%",208,196.0,-12,"-5,8%",172,175.0,3,"1,7%",435,423.0,-12,"-2,8%"
,PB,251560,Serra da Raiz,0,0.0,0,#DIV/0!,42,38.0,-4,"-9,5%",9,0.0,-9,"-100,0%",5,5.0,0,"0,0%",8,9.0,1,"12,5%",64,52.0,-12,"-18,8%"
,PB,251570,Serra Grande,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,109,3.0,-106,"-97,2%",8,9.0,1,"12,5%",2,2.0,0,"0,0%",119,14.0,-105,"-88,2%"
,PB,251580,Serra Redonda,4,4.0,0,"0,0%",17,52.0,35,"205,9%",5,9.0,4,"80,0%",18,34.0,16,"88,9%",23,39.0,16,"69,6%",67,138.0,71,"106,0%"
,PB,251590,Serraria,7,5.0,-2,"-28,6%",26,26.0,0,"0,0%",2,0.0,-2,"-100,0%",9,9.0,0,"0,0%",10,9.0,-1,"-10,0%",54,49.0,-5,"-9,3%"
,PB,251593,Sertãozinho,7,7.0,0,"0,0%",14,18.0,4,"28,6%",15,2.0,-13,"-86,7%",282,295.0,13,"4,6%",5,4.0,-1,"-20,0%",323,326.0,3,"0,9%"
,PB,251597,Sobrado,29,22.0,-7,"-24,1%",65,103.0,38,"58,5%",2,2.0,0,"0,0%",77,78.0,1,"1,3%",23,25.0,2,"8,7%",196,230.0,34,"17,3%"
,PB,251600,Solânea,3,2.0,-1,"-33,3%",55,55.0,0,"0,0%",134,94.0,-40,"-29,9%",688,732.0,44,"6,4%",694,621.0,-73,"-10,5%",1.574,1.504,-70,"-4,4%"
,PB,251610,Soledade,13,11.0,-2,"-15,4%",183,190.0,7,"3,8%",9,7.0,-2,"-22,2%",227,277.0,50,"22,0%",180,182.0,2,"1,1%",612,667.0,55,"9,0%"
,PB,251615,Sossêgo,0,0.0,0,#DIV/0!,10,1.0,-9,"-90,0%",2,0.0,-2,"-100,0%",23,18.0,-5,"-21,7%",10,10.0,0,"0,0%",45,29.0,-16,"-35,6%"
,PB,251620,Sousa,32,22.0,-10,"-31,3%",2.095,2.261,166,"7,9%",320,361.0,41,"12,8%",3.207,3.201,-6,"-0,2%",3.050,2.781,-269,"-8,8%",8.704,8.626,-78,"-0,9%"
,PB,251630,Sumé,13,13.0,0,"0,0%",59,33.0,-26,"-44,1%",49,75.0,26,"53,1%",367,353.0,-14,"-3,8%",331,358.0,27,"8,2%",819,832.0,13,"1,6%"
,PB,251640,Tacima,5,5.0,0,"0,0%",1,1.0,0,"0,0%",29,36.0,7,"24,1%",57,56.0,-1,"-1,8%",17,21.0,4,"23,5%",109,119.0,10,"9,2%"
,PB,251650,Taperoá,6,5.0,-1,"-16,7%",68,77.0,9,"13,2%",21,24.0,3,"14,3%",116,106.0,-10,"-8,6%",60,67.0,7,"11,7%",271,279.0,8,"3,0%"
,PB,251660,Tavares,1,0.0,-1,"-100,0%",10,8.0,-2,"-20,0%",13,22.0,9,"69,2%",79,84.0,5,"6,3%",43,42.0,-1,"-2,3%",146,156.0,10,"6,8%"
,PB,251670,Teixeira,1,1.0,0,"0,0%",9,12.0,3,"33,3%",65,123.0,58,"89,2%",144,150.0,6,"4,2%",81,83.0,2,"2,5%",300,369.0,69,"23,0%"
,PB,251675,Tenório,0,0.0,0,#DIV/0!,21,18.0,-3,"-14,3%",0,4.0,4,#DIV/0!,21,24.0,3,"14,3%",2,3.0,1,"50,0%",44,49.0,5,"11,4%"
,PB,251680,Triunfo,0,0.0,0,#DIV/0!,5,5.0,0,"0,0%",0,0.0,0,#DIV/0!,62,70.0,8,"12,9%",21,37.0,16,"76,2%",88,112.0,24,"27,3%"
,PB,251690,Uiraúna,5,3.0,-2,"-40,0%",60,54.0,-6,"-10,0%",12,20.0,8,"66,7%",268,268.0,0,"0,0%",259,264.0,5,"1,9%",604,609.0,5,"0,8%"
,PB,251700,Umbuzeiro,0,0.0,0,#DIV/0!,1,0.0,-1,"-100,0%",2,2.0,0,"0,0%",62,61.0,-1,"-1,6%",29,30.0,1,"3,4%",94,93.0,-1,"-1,1%"
,PB,251710,Várzea,1,1.0,0,"0,0%",8,7.0,-1,"-12,5%",6,11.0,5,"83,3%",28,26.0,-2,"-7,1%",7,5.0,-2,"-28,6%",50,50.0,0,"0,0%"
,PB,251720,Vieirópolis,2,0.0,-2,"-100,0%",51,74.0,23,"45,1%",1,2.0,1,"100,0%",19,19.0,0,"0,0%",16,22.0,6,"37,5%",89,117.0,28,"31,5%"
,PB,251740,Zabelê,0,0.0,0,#DIV/0!,0,0.0,0,#DIV/0!,0,9.0,9,#DIV/0!,6,6.0,0,"0,0%",1,1.0,0,"0,0%",7,16.0,9,"128,6%"
,PE,260005,Abreu e Lima,1,1.0,0,"0,0%",4.139,4.309,170,"4,1%",271,342.0,71,"26,2%",2.587,2.874,287,"11,1%",2.913,3.048,135,"4,6%",9.911,10.574,663,"6,7%"
,PE,260010,Afogados da Ingazeira,4,3.0,-1,"-25,0%",314,353.0,39,"12,4%",126,100.0,-26,"-20,6%",1.174,1.255,81,"6,9%",1.441,1.661,220,"15,3%",3.059,3.372,313,"10,2%"
,PE,260020,Afrânio,14,17.0,3,"21,4%",209,187.0,-22,"-10,5%",9,31.0,22,"244,4%",265,291.0,26,"9,8%",177,167.0,-10,"-5,6%",674,693.0,19,"2,8%"
,PE,260030,Agrestina,270,268.0,-2,"-0,7%",357,382.0,25,"7,0%",102,76.0,-26,"-25,5%",323,367.0,44,"13,6%",281,234.0,-47,"-16,7%",1.333,1.327,-6,"-0,5%"
,PE,260040,Água Preta,818,785.0,-33,"-4,0%",88,81.0,-7,"-8,0%",52,64.0,12,"23,1%",190,187.0,-3,"-1,6%",153,165.0,12,"7,8%",1.301,1.282,-19,"-1,5%"
,PE,260050,Águas Belas,0,1.0,1,#DIV/0!,126,134.0,8,"6,3%",783,657.0,-126,"-16,1%",542,579.0,37,"6,8%",381,399.0,18,"4,7%",1.832,1.77,-62,"-3,4%"
,PE,260060,Alagoinha,1,2.0,1,"100,0%",6,5.0,-1,"-16,7%",1,2.0,1,"100,0%",106,122.0,16,"15,1%",60,74.0,14,"23,3%",174,205.0,31,"17,8%"
,PE,260070,Aliança,2.140,2.427,287,"13,4%",162,179.0,17,"10,5%",23,122.0,99,"430,4%",446,453.0,7,"1,6%",591,518.0,-73,"-12,4%",3.362,3.699,337,"10,0%"
,PE,260080,Altinho,36,32.0,-4,"-11,1%",184,223.0,39,"21,2%",1,1.0,0,"0,0%",197,198.0,1,"0,5%",122,129.0,7,"5,7%",540,583.0,43,"8,0%"
,PE,260090,Amaraji,316,295.0,-21,"-6,6%",208,202.0,-6,"-2,9%",12,8.0,-4,"-33,3%",146,142.0,-4,"-2,7%",104,124.0,20,"19,2%",786,771.0,-15,"-1,9%"
,PE,260100,Angelim,119,106.0,-13,"-10,9%",98,98.0,0,"0,0%",13,30.0,17,"130,8%",62,65.0,3,"4,8%",29,27.0,-2,"-6,9%",321,326.0,5,"1,6%"
,PE,260105,Araçoiaba,196,141.0,-55,"-28,1%",15,22.0,7,"46,7%",7,96.0,89,"1271,4%",162,167.0,5,"3,1%",145,140.0,-5,"-3,4%",525,566.0,41,"7,8%"
,PE,260110,Araripina,50,43.0,-7,"-14,0%",1.375,1.433,58,"4,2%",278,326.0,48,"17,3%",2.187,2.113,-74,"-3,4%",3.247,2.241,-1.006,"-31,0%",7.137,6.156,-981,"-13,7%"
,PE,260120,Arcoverde,22,19.0,-3,"-13,6%",810,885.0,75,"9,3%",244,295.0,51,"20,9%",3.160,3.108,-52,"-1,6%",4.200,4.657,457,"10,9%",8.436,8.964,528,"6,3%"
,PE,260130,Barra de Guabiraba,56,52.0,-4,"-7,1%",68,74.0,6,"8,8%",17,17.0,0,"0,0%",135,141.0,6,"4,4%",30,42.0,12,"40,0%",306,326.0,20,"6,5%"
,PE,260140,Barreiros,629,535.0,-94,"-14,9%",198,202.0,4,"2,0%",110,85.0,-25,"-22,7%",1.499,1.435,-64,"-4,3%",1.363,1.082,-281,"-20,6%",3.799,3.339,-460,"-12,1%"
,PE,260150,Belém de Maria,2,2.0,0,"0,0%",2,1.0,-1,"-50,0%",0,0.0,0,#DIV/0!,30,29.0,-1,"-3,3%",16,19.0,3,"18,8%",50,51.0,1,"2,0%"
,PE,260160,Belém do São Francisco,780,856.0,76,"9,7%",0,0.0,0,#DIV/0!,5,13.0,8,"160,0%",217,224.0,7,"3,2%",647,724.0,77,"11,9%",1.649,1.817,168,"10,2%"
,PE,260170,Belo Jardim,165,169.0,4,"2,4%",5.990,6.519,529,"8,8%",321,521.0,200,"62,3%",2.151,2.181,30,"1,4%",2.575,2.739,164,"6,4%",11.202,12.129,927,"8,3%"
,PE,260180,Betânia,3,3.0,0,"0,0%",12,14.0,2,"16,7%",10,10.0,0,"0,0%",39,27.0,-12,"-30,8%",14,17.0,3,"21,4%",78,71.0,-7,"-9,0%"
,PE,260190,Bezerros,378,369.0,-9,"-2,4%",1.673,1.902,229,"13,7%",152,186.0,34,"22,4%",1.497,1.598,101,"6,7%",4.208,3.667,-541,"-12,9%",7.908,7.722,-186,"-2,4%"
,PE,260200,Bodocó,8,5.0,-3,"-37,5%",32,45.0,13,"40,6%",15,37.0,22,"146,7%",185,192.0,7,"3,8%",143,137.0,-6,"-4,2%",383,416.0,33,"8,6%"
,PE,260210,Bom Conselho,73,78.0,5,"6,8%",532,581.0,49,"9,2%",17,4.0,-13,"-76,5%",597,592.0,-5,"-0,8%",428,469.0,41,"9,6%",1.647,1.724,77,"4,7%"
,PE,260220,Bom Jardim,390,349.0,-41,"-10,5%",351,359.0,8,"2,3%",36,48.0,12,"33,3%",371,373.0,2,"0,5%",200,262.0,62,"31,0%",1.348,1.391,43,"3,2%"
